,method,step,grad_norm,grad_norm,grad_norm,update_norm,update_norm,update_norm,update_to_grad_ratio,update_to_grad_ratio,update_to_grad_ratio,cosine_update_grad,cosine_update_grad,cosine_update_grad,was_clipped,was_clipped,was_clipped
,,,mean,median,std,mean,median,std,mean,median,std,mean,median,std,mean,median,std
0,Adam,1,0.5832283238867919,0.5214107036590576,0.2614304333392661,0.08124024465121324,0.0812403261661529,1.5981255561109496e-06,0.16518689936306324,0.1558086350560188,0.0660228280732816,-0.8039264984875918,-0.807279497385025,0.04042736434917319,0.0,0.0,0.0
1,Adam,2,0.5537657583641509,0.4960899353027344,0.24694557485840993,0.0801705714302758,0.08059282600879665,0.0011344584880555164,0.17122197990740334,0.16192284226417536,0.06750814636799649,-0.8097074443052212,-0.8129303753376007,0.038516634946293093,0.0,0.0,0.0
2,Adam,3,0.5256013347879052,0.473319947719574,0.23110788009203898,0.07936202202178533,0.0798094645142555,0.0016400455267930778,0.1777826539982731,0.1681408435106277,0.06906126879457448,-0.8118955875287454,-0.8151946067810059,0.03803212856855799,0.0,0.0,0.0
3,Adam,4,0.4988712254377703,0.45183515548706055,0.21436846698932555,0.07854796213159954,0.0791033953428268,0.0020571595788859034,0.1841337904234727,0.17444968968629831,0.07000759785901177,-0.8132672902892033,-0.8167091310024261,0.037936023727269286,0.0,0.0,0.0
4,Adam,5,0.4736414534971118,0.43174953758716583,0.19727663441815554,0.0777210646209617,0.07836339995265,0.002397796668094966,0.19026467329077418,0.18061733990907664,0.07042586913238563,-0.8141234256277482,-0.8176072835922241,0.03807217369629893,0.0,0.0,0.0
5,Adam,6,0.4499240762144327,0.413602665066719,0.1803851651916376,0.07688499584825084,0.07756144180893895,0.0026723900680628992,0.19624462063269066,0.18686331808567042,0.07048758517664021,-0.8147092944681644,-0.8183472752571106,0.038347129628044194,0.0,0.0,0.0
6,Adam,7,0.4276878688732783,0.39634568989276886,0.16417091002037124,0.07604764040093864,0.0767327360808849,0.0028880840567950153,0.2021779185372094,0.19272895157337183,0.07037268249092771,-0.8152205434143543,-0.8189215660095215,0.03870570653430476,0.0,0.0,0.0
7,Adam,8,0.40686144497121374,0.3805553913116455,0.14898813920971246,0.0752149098127459,0.07586767897009845,0.003052788750865562,0.2081697387869159,0.19849705696105954,0.07023483715941492,-0.8157851099024216,-0.8196597397327423,0.03901259823081077,0.0,0.0,0.0
8,Adam,9,0.38734513099181156,0.3653596341609955,0.13505268029223486,0.07438817656505849,0.07499568909406655,0.0031776363271881986,0.21429910467316704,0.20444963872432706,0.07015798562032254,-0.8164549546887477,-0.8204282224178314,0.03914431566282741,0.0,0.0,0.0
9,Adam,10,0.36902824860749145,0.350968599319458,0.12245369301719482,0.07356521393917496,0.07413811981678005,0.003276178513236774,0.2206116691473871,0.21035756915807718,0.07016749047037918,-0.8172130991866191,-0.8210562765598297,0.03906576780020839,0.0,0.0,0.0
10,Adam,11,0.3518044400376578,0.33728712797164917,0.11118178697556041,0.07274147458653893,0.07325965538620946,0.003362794745695795,0.22712023446274296,0.2166895791888237,0.07024921674580202,-0.818001359919707,-0.8218070566654205,0.03884054011004042,0.0,0.0,0.0
11,Adam,12,0.3355808062050491,0.32406106591224665,0.10116235927596051,0.07191133725860462,0.07237774506211275,0.0034511891755121017,0.23381097987294194,0.2228845208883285,0.07036925352336627,-0.8187525485803684,-0.8225667774677277,0.038581611863395274,0.0,0.0,0.0
12,Adam,13,0.3202810080920656,0.3113246113061905,0.09228578380055266,0.07106918823843196,0.07148214429616925,0.003552901922429328,0.24065261186473066,0.2293662652373314,0.07049236782141977,-0.8194120839933554,-0.8233226239681244,0.0383870828554813,0.0,0.0,0.0
13,Adam,14,0.30584429304363825,0.29842743277549744,0.08443031385293873,0.07021035546374813,0.07057618722319595,0.0036758054106004016,0.2476054165344685,0.23628927767276758,0.07059460214691204,-0.8199453569948674,-0.8236434161663055,0.03830427445079781,0.0,0.0,0.0
14,Adam,15,0.2922224435030172,0.28599321842193604,0.07747690057784344,0.06933155016818389,0.06965596228837964,0.003823302332704999,0.2546270696688443,0.24362081289291382,0.07066681070973489,-0.820336671213309,-0.8241086900234222,0.038328415696687,0.0,0.0,0.0
15,Adam,16,0.27937615047271047,0.2743553966283798,0.07131714778032333,0.06843102016299958,0.06876829639077185,0.003994830596711413,0.2616757804223646,0.2508942484855652,0.07071240107744763,-0.8205843363453944,-0.8243668675422668,0.03842368274673334,0.0,0.0,0.0
16,Adam,17,0.2672715614388386,0.26300613582134247,0.06585640726242994,0.06750848345334326,0.0678477175533771,0.004187193396869575,0.2687118431081374,0.25799223780632013,0.07074308890430893,-0.8206957623163859,-0.8242774903774261,0.03855074982037148,0.0,0.0,0.0
17,Adam,18,0.2558773343954235,0.2522342950105667,0.06101396645823895,0.06656494127555435,0.0669356025755405,0.004395928725260104,0.2756987856862445,0.26489247381687164,0.07077565951205612,-0.8206851255446672,-0.8242396414279938,0.038684806418119465,0.0,0.0,0.0
18,Adam,19,0.24516234301837778,0.24183842539787284,0.05672163279466874,0.06560247956868256,0.06604614108800885,0.0046163896016149725,0.28260471942462023,0.2717868983745575,0.0708297515638393,-0.8205721034755309,-0.8241457939147949,0.03881592412281839,0.0,0.0,0.0
19,Adam,20,0.23509416640798247,0.23198491334915156,0.05292145623003342,0.06462404674943532,0.06512745842337606,0.004844463108874362,0.28940340127547576,0.2786956876516342,0.07092480727888924,-0.8203799986292919,-0.8239133656024933,0.03894153745379379,0.0,0.0,0.0
20,MetaOpt,1,0.5832283238867919,0.5214107036590576,0.2614304333392661,0.04429360260209064,0.036250017583370195,0.019244047298253908,0.09432880057456589,0.06881062686443325,0.06386368083177185,-0.6352340123330553,-0.6154085695743561,0.12732409353578095,0.0,0.0,0.0
21,MetaOpt,2,0.5711915555931628,0.5113764405250549,0.2563035263355524,0.12512407729526356,0.0972252860665321,0.05583265946061527,0.27159908230975266,0.19386531412601465,0.18374447261984359,-0.6812639059747259,-0.6986626386642456,0.1005064266332869,0.0,0.0,0.0
22,MetaOpt,3,0.535877147945265,0.482703223824501,0.2393816945265018,0.21947002482290065,0.17732787132263178,0.08660786585646646,0.508918149618432,0.37314049899578094,0.3307644087790546,-0.6939357754811645,-0.6997072696685791,0.09474197450554109,0.0,0.0,0.0
23,MetaOpt,4,0.4788765120270352,0.4381548166275024,0.2033024640363995,0.2943034695660074,0.27632471919059753,0.09420729722073243,0.7498110269618531,0.5898051857948303,0.44045316730779754,-0.6917883508180579,-0.6987258791923523,0.1053678241518882,0.0,0.0,0.0
24,MetaOpt,5,0.4165067145253221,0.3895143121480942,0.14842261971906892,0.3433039413454632,0.33513161540031433,0.08882042379996473,0.951557006051143,0.8255322873592377,0.4712678408423623,-0.6689483357631059,-0.7025353610515594,0.1423248942980674,0.0,0.0,0.0
25,MetaOpt,6,0.35958345773319406,0.34849825501441956,0.10263067730672969,0.37497635117545725,0.3748253285884857,0.08183272908485913,1.1516671105896432,1.0321100354194641,0.49166852962033963,-0.6407901458217917,-0.6915284097194672,0.16514363290612044,0.0,0.0,0.0
26,MetaOpt,7,0.31006566594292717,0.30269333720207214,0.08992630368858817,0.3966845636479557,0.3949369192123413,0.07755158777641466,1.4163842540656526,1.2515170574188232,0.5992779723627711,-0.6112223520612654,-0.6518256366252899,0.16762065620434471,0.0,0.0,0.0
27,MetaOpt,8,0.2669326956076547,0.25481195747852325,0.09340685092793903,0.411809533358862,0.4129275977611542,0.07560188608360278,1.7821059626663724,1.5633207559585571,0.8754007537173393,-0.5800554077792137,-0.6153440177440643,0.17546482452222467,0.0,0.0,0.0
28,MetaOpt,9,0.2293551046781552,0.2111061587929725,0.09656049210222822,0.4217738078981638,0.42359763383865356,0.07435706193379434,2.279652385599911,1.9364632964134216,1.4972367229085248,-0.551887143426633,-0.5874451100826263,0.1927302438854844,0.0,0.0,0.0
29,MetaOpt,10,0.19748706304285826,0.1753636077046394,0.09686780007175322,0.42784152533859016,0.4301873445510864,0.0730834834352114,2.9850166359245778,2.3803964853286743,3.1427329255810053,-0.5292709162211201,-0.562417060136795,0.20690043329784077,0.0,0.0,0.0
30,MetaOpt,11,0.17067924979610444,0.14986328780651084,0.09585314214621103,0.43142406197885674,0.4330595135688782,0.07181726978192167,4.123904302393397,2.8654935359954834,7.801871415128785,-0.5146621116907724,-0.54556605219841,0.21385509858600288,0.0,0.0,0.0
31,MetaOpt,12,0.14786748400413485,0.1279215589165687,0.09424524742016059,0.4337337787970901,0.4342298358678818,0.07079216490224428,6.212135637700558,3.3983463048934937,21.17892672472757,-0.5069985372097362,-0.5358940660953522,0.21444009708920375,0.0,0.0,0.0
32,MetaOpt,13,0.12862286485406,0.10912889614701266,0.0920242389050725,0.43544678849726914,0.4343111515045166,0.07019221164610524,10.43105354774495,3.955175876617432,59.78747056261276,-0.5021881849042329,-0.529211550951004,0.21199406051197064,0.0,0.0,0.0
33,MetaOpt,14,0.11304767958197465,0.0936949513852596,0.08935880720742187,0.4367721443548799,0.4345379620790481,0.06985796067470196,19.59525494701415,4.643155097961426,169.8044367165228,-0.4964441043956049,-0.5207696557044983,0.20982552080092398,0.0,0.0,0.0
34,MetaOpt,15,0.10072262979231766,0.0814334191381931,0.08676825238690326,0.4378589385896921,0.43519216775894165,0.06960103602640297,40.44483233423034,5.390620946884155,470.8766717145177,-0.48993485120720653,-0.5088680684566498,0.2080737705205487,0.0,0.0,0.0
35,MetaOpt,16,0.0906258598111181,0.07095831632614136,0.0844300437596699,0.4388076494112611,0.4357520639896393,0.06944632621646422,88.04976977407932,6.231666088104248,1233.973005546651,-0.48498918284501996,-0.4935470372438431,0.20565256686300903,0.0,0.0,0.0
36,MetaOpt,17,0.08163517529829227,0.06100588664412495,0.08206813419716663,0.4397123670478662,0.43591693043708796,0.06946539584857178,191.84395511235047,7.292921543121338,2955.16860145541,-0.483677985235389,-0.4843261241912842,0.20218440039859614,0.0,0.0,0.0
37,MetaOpt,18,0.07312420636259381,0.05214965343475335,0.07921745014066171,0.4406285736088951,0.4360564947128296,0.06966725696783342,405.6830648107181,8.600694179534912,6544.717068425424,-0.4851772661774861,-0.47964420914649963,0.19864020664394172,0.0,0.0,0.0
38,MetaOpt,19,0.0651770597929909,0.0442860554903745,0.07551543848335808,0.44147925650080044,0.435961589217186,0.06994060565000164,813.4064564702113,10.19091272354126,13192.848307233775,-0.48596417107227413,-0.47482670843601227,0.19615623844663332,0.0,0.0,0.0
39,MetaOpt,20,0.0579985151877927,0.0379067994654178,0.07097498430085494,0.44218175878872473,0.4359439015388489,0.0702108197881646,1576.610348640576,11.870870590209961,25254.751016844046,-0.4844747170966972,-0.4724273681640625,0.19501252192578908,0.0,0.0,0.0
40,SGD,1,0.5832283238867919,0.5214107036590576,0.2614304333392661,0.28970664135320107,0.2594519406557083,0.13216489602502582,0.49666666668218873,0.5,0.03636388873972491,-1.0000000098447004,-1.0,1.068623543845195e-07,0.0,0.0,0.0
41,SGD,2,0.4305208589186271,0.42806938290596,0.1168750162576996,0.21344869073045747,0.21295168250799174,0.05954395943866397,0.49666666668094694,0.5,0.03636388875327152,-1.0000000069091717,-1.0,1.0776610552673232e-07,0.0,0.0,0.0
42,SGD,3,0.35800221510479846,0.36453647911548615,0.07396667655657288,0.17727515167572222,0.18155311048030848,0.03747184807698436,0.49666666668280957,0.5,0.03636388873295163,-1.0000000090897083,-1.0,1.0493919891282259e-07,0.0,0.0,0.0
43,SGD,4,0.3107425740348796,0.31585484743118286,0.05471366186070447,0.1537222191141918,0.1573846489191055,0.027127704756825233,0.49666666668218873,0.5,0.03636388873972491,-1.0000000080267588,-1.0,1.0480855866867794e-07,0.0,0.0,0.0
44,SGD,5,0.27590046679104363,0.27823860943317413,0.04517525022090675,0.13637043863674622,0.1386467888951301,0.02165268527678891,0.49666666667660075,0.5,0.036363888800684654,-1.0000000081509353,-1.0,1.0665706059785272e-07,0.0,0.0,0.0
45,SGD,6,0.24874896370867886,0.25010249018669123,0.040263263628552155,0.12285752115895347,0.12466184794902795,0.01860295824739828,0.49666666668467224,0.5,0.03636388871263167,-1.0000000084241232,-1.0,1.0784923764459132e-07,0.0,0.0,0.0
46,SGD,7,0.22686310146438576,0.2286903634667396,0.03760945481677168,0.11197197193015984,0.1140079163014888,0.016830816444144664,0.49666666669088105,0.5,0.03636388864489871,-1.0000000075300535,-1.0,1.0277762286275792e-07,0.0,0.0,0.0
47,SGD,8,0.20878707095546023,0.21094240993261332,0.03605627922505199,0.10298668684794875,0.1051548905670642,0.015743659306812447,0.49666666668467224,0.5,0.03636388871263167,-1.00000001146396,-1.0,1.0155407938015624e-07,0.0,0.0,0.0
48,SGD,9,0.19357237357708312,0.1960707232356071,0.03503833856038372,0.09542805981558433,0.09771142154932015,0.015027612976924757,0.49666666668715576,0.5,0.03636388868553852,-1.000000007847945,-1.0,1.0326260021583102e-07,0.0,0.0,0.0
49,SGD,10,0.18056830354531603,0.18341071903705594,0.034280272479785094,0.08897125642358632,0.09143002331256865,0.014515449194840421,0.49666666668156784,0.5,0.0363638887464982,-1.0000000070482493,-1.0,1.0484079344140648e-07,0.0,0.0,0.0
50,SGD,11,0.16931136174624162,0.17252651602029795,0.03364785883028923,0.08338494874009238,0.08599779754877085,0.014117560011717344,0.4966666666790843,0.5,0.03636388877359145,-1.0000000079969564,-1.0,1.0563249828553583e-07,0.0,0.0,0.0
51,SGD,12,0.15946146640057363,0.16293375939130778,0.03307577214561096,0.0784994425529924,0.0811963081359863,0.013785490734140388,0.49666666668094694,0.5,0.03636388875327152,-1.0000000090003014,-1.0,1.0581508862694484e-07,0.0,0.0,0.0
52,SGD,13,0.15076291810472803,0.1542795151472091,0.03253261647395793,0.07418717677146192,0.07688301056623456,0.013492754025324807,0.49666666668529313,0.5,0.03636388870585841,-1.0000000080913305,-1.0,1.0286024704273247e-07,0.0,0.0,0.0
53,SGD,14,0.14301945539750155,0.14679121226072306,0.03200383450085884,0.07035026369693995,0.07309559732675545,0.013224715792267128,0.4966666666722546,0.5,0.036363888848097665,-1.0000000086774428,-1.0,1.0289881564071354e-07,0.0,0.0,0.0
54,SGD,15,0.13607773852596677,0.13987253606319425,0.03148322891762329,0.06691224043987065,0.06965493783354755,0.012973217242917915,0.4966666666759799,0.5,0.0363638888074579,-1.0000000101824602,-1.0,1.0436893254893232e-07,0.0,0.0,0.0
55,SGD,16,0.12981609742032982,0.13355362415313715,0.030968694676657357,0.06381245012534778,0.06650386378169054,0.012733676176773323,0.49666666668218873,0.5,0.036363888739724896,-1.0000000081658362,-1.0,1.0549054535501663e-07,0.0,0.0,0.0
56,SGD,17,0.12413667169554776,0.1277878805994987,0.030460056186302466,0.061002117165209056,0.06358830630779265,0.01250350238893681,0.49666666668529313,0.5,0.03636388870585841,-1.0000000075052182,-1.0,1.0784160704657892e-07,0.0,0.0,0.0
57,SGD,18,0.11895979647400474,0.1223800145089626,0.02995796301442443,0.058441544587568645,0.06087005883455275,0.012281220096630924,0.496666666675359,0.5,0.036363888814231235,-1.0000000066012145,-1.0,1.0853274342458325e-07,0.0,0.0,0.0
58,SGD,19,0.11421991910568124,0.11735849827527994,0.02946333775940764,0.05609807552443812,0.05835715681314465,0.012065975048165232,0.49666666667970516,0.5,0.03636388876681812,-1.0000000086228054,-1.0,1.0778409823411139e-07,0.0,0.0,0.0
59,SGD,20,0.10986257506348189,0.11272717639803885,0.02897710812914266,0.05394458380263915,0.05608026310801505,0.011857257983727302,0.49666666667722165,0.5,0.036363888793911316,-1.000000008314848,-1.0,1.0640954458414162e-07,0.0,0.0,0.0
