unknown,seed,shot,method,accuracy,precision,recall,macro_f1,roc_auc,pr_auc,attack_recall,false_positive_rate
dos,42,1,Adam,0.7665000000000001,0.7847669456231763,0.7665000000000001,0.7562689468338337,0.8401000000000001,0.8800714965117442,0.763,0.23
dos,42,1,MetaOpt,0.8045,0.8185884901991713,0.8045,0.7958752598265605,0.8719,0.9035323814472421,0.8079999999999999,0.199
dos,42,1,SGD,0.8220000000000001,0.840300707763169,0.8220000000000001,0.8131296933303916,0.8824,0.9117564275464817,0.7610000000000001,0.117
dos,42,3,Adam,0.873,0.8796724781066887,0.873,0.8697886191772599,0.9366,0.9536185694293665,0.846,0.1
dos,42,3,MetaOpt,0.8935,0.9022464643199938,0.8935,0.8911884583474636,0.9486,0.9625155284344139,0.888,0.10099999999999999
dos,42,3,SGD,0.8925,0.9042641778156485,0.8925,0.8896033930002634,0.9447,0.9599933837490339,0.847,0.062
dos,42,5,Adam,0.8995000000000001,0.9081552614052615,0.8995000000000001,0.898661311157845,0.9639,0.9710705737073384,0.888,0.08900000000000001
dos,42,5,MetaOpt,0.902,0.9114601093351093,0.902,0.901016164034437,0.9726,0.9782222280471505,0.9129999999999999,0.109
dos,42,5,SGD,0.9129999999999999,0.9218856976356977,0.9129999999999999,0.9120147302010743,0.9723999999999999,0.9787627671949654,0.898,0.07200000000000001
dos,42,10,Adam,0.904,0.9113263819513819,0.904,0.9033947033844396,0.9716,0.9759579045137867,0.894,0.086
dos,42,10,MetaOpt,0.9175,0.9239716117216118,0.9175,0.9169203027476853,0.9769,0.980275283050283,0.916,0.081
dos,42,10,SGD,0.915,0.9234419746919749,0.915,0.9142337502576094,0.9775,0.9815945428754251,0.888,0.05800000000000001
dos,52,1,Adam,0.7979999999999999,0.8128083694771001,0.7979999999999999,0.7899190519694212,0.8664000000000001,0.8990700578832932,0.753,0.157
dos,52,1,MetaOpt,0.862,0.8716246531246532,0.862,0.8587054671331121,0.9037000000000001,0.9291201325549235,0.823,0.099
dos,52,1,SGD,0.8440000000000001,0.8623759218722455,0.8440000000000001,0.8380481796528404,0.8956999999999999,0.9252687334122706,0.763,0.075
dos,52,3,Adam,0.875,0.8891218781218782,0.875,0.8731594849131664,0.93,0.9496826032112022,0.823,0.07300000000000001
dos,52,3,MetaOpt,0.8885,0.8998360944610946,0.8885,0.8872095838439391,0.9481,0.9622354879382743,0.8420000000000001,0.065
dos,52,3,SGD,0.8859999999999999,0.9015123071373071,0.8859999999999999,0.8840599944166003,0.9497,0.9620299137738766,0.8170000000000001,0.045
dos,52,5,Adam,0.8925,0.903783855033855,0.8925,0.8912378151454743,0.9533,0.9653446204724068,0.8590000000000001,0.07400000000000001
dos,52,5,MetaOpt,0.9109999999999999,0.9206766983016983,0.9109999999999999,0.9099833809607333,0.966,0.9735964712575007,0.879,0.057
dos,52,5,SGD,0.9055,0.9182242757242757,0.9055,0.9040460507620287,0.965,0.9730649691596673,0.861,0.05
dos,52,10,Adam,0.882,0.8944723470973471,0.882,0.8804117112561688,0.9544,0.9656253432841667,0.8320000000000001,0.068
dos,52,10,MetaOpt,0.9025,0.911415084915085,0.9025,0.9015491089577777,0.9673,0.974499661286426,0.86,0.055
dos,52,10,SGD,0.912,0.9220057442557443,0.912,0.9111149044528706,0.9717,0.9779384561001434,0.8640000000000001,0.04
dos,62,1,Adam,0.818,0.8293552974802975,0.818,0.8149064782523828,0.87,0.9041392066138195,0.8009999999999999,0.165
dos,62,1,MetaOpt,0.866,0.8782613497613498,0.866,0.8638709276096543,0.9261,0.9469210225017499,0.833,0.10099999999999999
dos,62,1,SGD,0.8575,0.8714732073482074,0.8575,0.8544379748599765,0.9062,0.9333167063114044,0.813,0.098
dos,62,3,Adam,0.879,0.8916629065379066,0.879,0.8771912972610914,0.9172,0.94696056639439,0.845,0.08700000000000001
dos,62,3,MetaOpt,0.9015000000000001,0.9119112415362416,0.9015000000000001,0.9001675336766702,0.9542,0.9669379412555109,0.855,0.052000000000000005
dos,62,3,SGD,0.897,0.9084660755910757,0.897,0.8954187108620579,0.9451,0.9637243168682024,0.852,0.05800000000000001
dos,62,5,Adam,0.883,0.8928795371295373,0.883,0.8817736104157728,0.9248000000000001,0.9481250729018142,0.868,0.10200000000000001
dos,62,5,MetaOpt,0.91,0.9176273448773449,0.91,0.9092176502491989,0.9649,0.9738748601673524,0.888,0.068
dos,62,5,SGD,0.912,0.9184643273393275,0.912,0.9114570606552032,0.9601000000000001,0.9711408863582238,0.893,0.069
dos,62,10,Adam,0.8945000000000001,0.9009584998335,0.8945000000000001,0.8939322228301902,0.9378,0.9596345836439103,0.884,0.095
dos,62,10,MetaOpt,0.9229999999999999,0.9294818376068377,0.9229999999999999,0.9225495207444325,0.9748,0.9814060420573578,0.904,0.057999999999999996
dos,62,10,SGD,0.9179999999999999,0.924379564879565,0.9179999999999999,0.9175494447969882,0.9658,0.9763296853559237,0.902,0.066
dos,72,1,Adam,0.8035,0.8219878158477231,0.8035,0.7877462594003515,0.8870999999999999,0.9108621225695529,0.768,0.161
dos,72,1,MetaOpt,0.8540000000000001,0.8639568760487879,0.8540000000000001,0.8439807612719084,0.9183,0.9355327563045829,0.804,0.096
dos,72,1,SGD,0.8255,0.8523075884383934,0.8255,0.8091509899455636,0.9083,0.9260730512220837,0.7440000000000001,0.09300000000000001
dos,72,3,Adam,0.9045000000000001,0.9110567210567211,0.9045000000000001,0.9011041018806801,0.9573,0.9686923307085071,0.893,0.084
dos,72,3,MetaOpt,0.9159999999999999,0.9242252812546932,0.9159999999999999,0.9125114414147595,0.9687,0.9767084884671572,0.877,0.045
dos,72,3,SGD,0.9195,0.9265349672257568,0.9195,0.9158977138169888,0.9673999999999999,0.9745989412032755,0.877,0.038000000000000006
dos,72,5,Adam,0.9165000000000001,0.9236702464202464,0.9165000000000001,0.9158194657864533,0.9786,0.9831239542621121,0.9229999999999999,0.09
dos,72,5,MetaOpt,0.932,0.9384096597846598,0.932,0.9315248932802439,0.9822,0.9859206084764908,0.911,0.047
dos,72,5,SGD,0.9275,0.9341936119436121,0.9275,0.9269845199781598,0.9806999999999999,0.9846794916985319,0.9079999999999999,0.053
dos,72,10,Adam,0.9209999999999999,0.9273455849705851,0.9209999999999999,0.9204712028560124,0.982,0.9855235542235542,0.916,0.07400000000000001
dos,72,10,MetaOpt,0.941,0.9464489954489954,0.941,0.940567642950669,0.9845999999999999,0.9882995295554119,0.9159999999999999,0.034
dos,72,10,SGD,0.935,0.9419023337773338,0.935,0.9344621359742843,0.9839,0.9869633823692646,0.909,0.03900000000000001
dos,82,1,Adam,0.8415,0.8537489523290607,0.8415,0.835189871688948,0.8992,0.926715211452634,0.8109999999999999,0.128
dos,82,1,MetaOpt,0.88,0.8863810495060496,0.88,0.8762849919643331,0.9340999999999999,0.9508974603526847,0.85,0.09
dos,82,1,SGD,0.884,0.8939048035298036,0.884,0.8813612039849892,0.932,0.9495787522118404,0.8290000000000001,0.061000000000000006
dos,82,3,Adam,0.898,0.9050487290487291,0.898,0.8971309662593281,0.9581999999999999,0.9695577027118049,0.898,0.10200000000000001
dos,82,3,MetaOpt,0.9045000000000001,0.914712412179324,0.9045000000000001,0.9026771878891613,0.9662999999999999,0.9738222692340339,0.8959999999999999,0.08700000000000001
dos,82,3,SGD,0.9209999999999999,0.9285542374292375,0.9209999999999999,0.9203352103132356,0.9669,0.9762324957206536,0.9,0.057999999999999996
dos,82,5,Adam,0.914,0.9197732822732823,0.914,0.9135208739899815,0.9712999999999999,0.9799800623181427,0.917,0.08900000000000001
dos,82,5,MetaOpt,0.9265000000000001,0.9348602786102786,0.9265000000000001,0.9257812086695852,0.9809,0.9855027451908256,0.9329999999999999,0.08
dos,82,5,SGD,0.9329999999999999,0.9394786324786325,0.9329999999999999,0.9325554943702743,0.9798,0.9852338840983578,0.9109999999999999,0.045
dos,82,10,Adam,0.92,0.9257613358863359,0.92,0.919582721431961,0.9654,0.9763314839958802,0.9159999999999999,0.07600000000000001
dos,82,10,MetaOpt,0.9355,0.9421467005217007,0.9355,0.93502774281476,0.9817,0.9865640088454717,0.929,0.057999999999999996
dos,82,10,SGD,0.9345,0.9409296536796538,0.9345,0.9340450719917673,0.9745,0.9821861331564893,0.912,0.043
portscan,42,1,Adam,0.7535,0.7918057580534361,0.7535,0.7264396852802041,0.8747,0.8881605524248712,0.8420000000000001,0.335
portscan,42,1,MetaOpt,0.7475,0.7790445517889404,0.7475,0.7244872035143836,0.8775,0.893121635287657,0.789,0.294
portscan,42,1,SGD,0.763,0.7952634882317545,0.763,0.7404925083688327,0.8896,0.9048003069427992,0.789,0.263
portscan,42,3,Adam,0.8704999999999999,0.8934658484360497,0.8704999999999999,0.8652256633863269,0.9542,0.9552475519363677,0.934,0.193
portscan,42,3,MetaOpt,0.8775,0.896971071970685,0.8775,0.8732606631365306,0.9567,0.9616070793070018,0.924,0.169
portscan,42,3,SGD,0.8895000000000001,0.9049962975620871,0.8895000000000001,0.8865394538992694,0.9616,0.9631055263364087,0.9079999999999999,0.129
portscan,42,5,Adam,0.8995000000000001,0.9144286824286825,0.8995000000000001,0.8972324684420289,0.9728999999999999,0.9757991525931928,0.9590000000000001,0.16
portscan,42,5,MetaOpt,0.905,0.9151232101232103,0.905,0.9039340347643114,0.9738,0.9773322147924314,0.935,0.125
portscan,42,5,SGD,0.9159999999999999,0.923905303030303,0.9159999999999999,0.9152258458962256,0.9751000000000001,0.9786438890658705,0.924,0.09200000000000001
portscan,42,10,Adam,0.9245,0.9349279748029748,0.9245,0.9236052034779657,0.9778,0.9756114219114218,0.9840000000000001,0.135
portscan,42,10,MetaOpt,0.922,0.9306071983571984,0.922,0.9212329310061171,0.9783,0.9770261627261627,0.955,0.111
portscan,42,10,SGD,0.9295,0.9361516122766124,0.9295,0.9290114068788183,0.9791,0.9767502608502607,0.943,0.084
portscan,52,1,Adam,0.7995,0.8212576090060612,0.7995,0.7767446022748757,0.9423,0.9510957762911323,0.912,0.313
portscan,52,1,MetaOpt,0.863,0.8885054747024561,0.863,0.8497707425802561,0.9719,0.9749102455035503,0.9109999999999999,0.185
portscan,52,1,SGD,0.833,0.8644395354817181,0.833,0.8145838708375281,0.9634,0.9682900907400134,0.9159999999999999,0.25
portscan,52,3,Adam,0.9079999999999999,0.9210725867269985,0.9079999999999999,0.9060997843882486,0.9851000000000001,0.9871657592407592,0.9359999999999999,0.12
portscan,52,3,MetaOpt,0.9455,0.9522967171717173,0.9455,0.9448985883584416,0.9932,0.9935988872238872,0.946,0.055
portscan,52,3,SGD,0.9495,0.9556318958818959,0.9495,0.9488853924526289,0.9939,0.9943340548340548,0.966,0.067
portscan,52,5,Adam,0.9055,0.9170017205017206,0.9055,0.9041547022845987,0.9833,0.9853307803307803,0.929,0.11800000000000001
portscan,52,5,MetaOpt,0.9365000000000001,0.9445175518925519,0.9365000000000001,0.9356073072561665,0.9933,0.9937826867576868,0.9359999999999999,0.063
portscan,52,5,SGD,0.9455,0.9528300172050173,0.9455,0.9446007867373798,0.9933,0.9938080086580087,0.9640000000000001,0.07300000000000001
portscan,52,10,Adam,0.9325,0.9382738372738373,0.9325,0.9321045431625253,0.9899,0.9908755855255855,0.9390000000000001,0.07400000000000001
portscan,52,10,MetaOpt,0.9555,0.9601627261627261,0.9555,0.9551877056141089,0.9963,0.9965838383838385,0.9390000000000001,0.028000000000000004
portscan,52,10,SGD,0.972,0.9746693861693863,0.972,0.9718711084461522,0.9974,0.9975240287490287,0.97,0.026000000000000002
portscan,62,1,Adam,0.6409999999999999,0.6711845845932534,0.6409999999999999,0.5986284694535278,0.7245,0.7598308539456758,0.69,0.408
portscan,62,1,MetaOpt,0.7105,0.7303764919076451,0.7105,0.6786424834566006,0.8262999999999999,0.840596180900283,0.7709999999999999,0.35
portscan,62,1,SGD,0.6995,0.7258352569987632,0.6995,0.6631695225335025,0.7898000000000001,0.8125169987262478,0.7809999999999999,0.382
portscan,62,3,Adam,0.8009999999999999,0.8270016843321797,0.8009999999999999,0.7931290280263283,0.9024,0.9082261832208038,0.7959999999999999,0.19399999999999998
portscan,62,3,MetaOpt,0.871,0.8939696505979401,0.871,0.8660733462961144,0.9615,0.9607433463595229,0.9,0.158
portscan,62,3,SGD,0.8595,0.8843160745987758,0.8595,0.8538650028513967,0.9429,0.9429480549163598,0.879,0.16
portscan,62,5,Adam,0.8190000000000001,0.8418914696414697,0.8190000000000001,0.8114198033252549,0.9138,0.9142067290037105,0.7959999999999999,0.158
portscan,62,5,MetaOpt,0.9009999999999999,0.9162519906564025,0.9009999999999999,0.8984947937980816,0.965,0.9617393994893995,0.94,0.138
portscan,62,5,SGD,0.868,0.8851815655749479,0.868,0.8636053548710703,0.9458,0.9430429843032784,0.889,0.153
portscan,62,10,Adam,0.8725,0.8826081002331003,0.8725,0.8710382384213653,0.9472,0.9476215754833401,0.872,0.127
portscan,62,10,MetaOpt,0.927,0.9334117549117549,0.927,0.9264776540669662,0.9754999999999999,0.9734017621267621,0.9620000000000001,0.10800000000000001
portscan,62,10,SGD,0.9115000000000001,0.9211293983793984,0.9115000000000001,0.9105089437584895,0.9697,0.9679598068598068,0.9490000000000001,0.126
portscan,72,1,Adam,0.6745,0.7263092729638783,0.6745,0.6351129117995119,0.8216,0.8517602580984547,0.7340000000000001,0.385
portscan,72,1,MetaOpt,0.6765000000000001,0.7377549599738067,0.6765000000000001,0.6356446794965904,0.825,0.8533917945358734,0.721,0.368
portscan,72,1,SGD,0.6775,0.7355929081883029,0.6775,0.6380092573576407,0.8416,0.861233119653824,0.7929999999999999,0.43799999999999994
portscan,72,3,Adam,0.799,0.8209047408345009,0.799,0.7922045688108307,0.9023,0.9146528368776046,0.7859999999999999,0.188
portscan,72,3,MetaOpt,0.8134999999999999,0.834053744866245,0.8134999999999999,0.8085024196698144,0.9139,0.9213166572892192,0.8,0.17300000000000001
portscan,72,3,SGD,0.8240000000000001,0.8463429136223255,0.8240000000000001,0.818811441065503,0.9259000000000001,0.932128864414739,0.794,0.146
portscan,72,5,Adam,0.8625,0.878260440947941,0.8625,0.8598040406016412,0.948,0.9546531501994737,0.873,0.14800000000000002
portscan,72,5,MetaOpt,0.887,0.8983016983016984,0.887,0.8855267536284329,0.9606999999999999,0.9616215629958276,0.898,0.124
portscan,72,5,SGD,0.8845000000000001,0.8958175435675436,0.8845000000000001,0.8831734797691354,0.9649,0.9676292995403288,0.877,0.10800000000000001
portscan,72,10,Adam,0.893,0.9036543595293596,0.893,0.8918443444987731,0.9672,0.973401701351624,0.9129999999999999,0.127
portscan,72,10,MetaOpt,0.9265000000000001,0.9341651542901543,0.9265000000000001,0.9258771040695594,0.9859,0.9880648046398046,0.937,0.084
portscan,72,10,SGD,0.9215000000000001,0.9291355588855589,0.9215000000000001,0.9207829474727274,0.9839,0.9858946275946276,0.915,0.07200000000000001
portscan,82,1,Adam,0.627,0.6642100199422181,0.627,0.5878750199830529,0.7548,0.7819025735358552,0.708,0.45399999999999996
portscan,82,1,MetaOpt,0.7075,0.7557151411539956,0.7075,0.6769106542724747,0.8567,0.8699204706628081,0.7959999999999999,0.381
portscan,82,1,SGD,0.715,0.759313387012884,0.715,0.6868171608679796,0.8595,0.8735201117595853,0.787,0.35700000000000004
portscan,82,3,Adam,0.7865000000000001,0.8281416379243391,0.7865000000000001,0.7744764288108337,0.899,0.8920087499918382,0.868,0.295
portscan,82,3,MetaOpt,0.8740000000000001,0.8939313325563326,0.8740000000000001,0.8710786279162575,0.9659,0.964047582972583,0.905,0.157
portscan,82,3,SGD,0.875,0.8956043319425673,0.875,0.8711222800135507,0.9686,0.9677702353202353,0.915,0.165
portscan,82,5,Adam,0.8384999999999999,0.8733117005543477,0.8384999999999999,0.8314853304652403,0.9365000000000001,0.9283325103001573,0.956,0.27899999999999997
portscan,82,5,MetaOpt,0.8915000000000001,0.904901764901765,0.8915000000000001,0.8896857042596207,0.9698,0.9701042596292596,0.903,0.12
portscan,82,5,SGD,0.91,0.9234033327783329,0.91,0.9085449408804505,0.9797,0.9787844266844266,0.927,0.10700000000000001
portscan,82,10,Adam,0.846,0.8794268023643024,0.846,0.8404581459203516,0.9301999999999999,0.9210828033078033,0.972,0.28
portscan,82,10,MetaOpt,0.9109999999999999,0.9219354534354536,0.9109999999999999,0.9100622027536484,0.9806999999999999,0.9809751609501609,0.9440000000000001,0.12200000000000001
portscan,82,10,SGD,0.9259999999999999,0.9367593656343657,0.9259999999999999,0.9250570645496948,0.9875,0.9873608585858585,0.9740000000000001,0.12200000000000001
webattack,42,1,Adam,0.7979999999999999,0.844881323870488,0.7979999999999999,0.7691244301698091,0.9793000000000001,0.9782973253354832,0.993,0.397
webattack,42,1,MetaOpt,0.8545,0.8892976357148185,0.8545,0.8386583895148096,0.987,0.987166728154886,0.9890000000000001,0.28
webattack,42,1,SGD,0.87,0.8938373650343465,0.87,0.8549434640108723,0.9906,0.9910007802139381,0.9840000000000001,0.24400000000000002
webattack,42,3,Adam,0.9035,0.9249108500718408,0.9035,0.8985736112885645,0.993,0.9934601569483148,0.9890000000000001,0.182
webattack,42,3,MetaOpt,0.9545,0.9603426018426019,0.9545,0.9540802897055084,0.9926999999999999,0.993364029821228,0.988,0.079
webattack,42,3,SGD,0.958,0.9629557109557109,0.958,0.9576720824381344,0.9954999999999999,0.9966322510822511,0.986,0.07
webattack,42,5,Adam,0.9315000000000001,0.9414540875790877,0.9315000000000001,0.9305660028452126,0.9951000000000001,0.9965497154805978,0.9890000000000001,0.126
webattack,42,5,MetaOpt,0.968,0.970916860916861,0.968,0.967855994904723,0.9948999999999999,0.9964456893897297,0.987,0.051000000000000004
webattack,42,5,SGD,0.981,0.9824292929292929,0.981,0.9809523050049366,0.9954000000000001,0.9967340992340992,0.986,0.024000000000000004
webattack,42,10,Adam,0.9295,0.9399337468087468,0.9295,0.9286896380492423,0.9937999999999999,0.9935544788544789,0.988,0.129
webattack,42,10,MetaOpt,0.9605,0.9642020202020203,0.9605,0.960340092655882,0.9941,0.993912345987346,0.985,0.064
webattack,42,10,SGD,0.9689999999999999,0.9718232323232324,0.9689999999999999,0.9688918508392192,0.9965,0.9968720473970474,0.985,0.047
webattack,52,1,Adam,0.8945000000000001,0.9202309006782692,0.8945000000000001,0.8855944412348985,0.9864,0.9880201898076124,0.978,0.18900000000000003
webattack,52,1,MetaOpt,0.9390000000000001,0.9473295033140235,0.9390000000000001,0.933146889757502,0.9947,0.9934212565212565,0.977,0.099
webattack,52,1,SGD,0.927,0.9424292301265986,0.927,0.9197679742285864,0.9919,0.9911551781551782,0.978,0.124
webattack,52,3,Adam,0.953,0.9601208301502419,0.953,0.9520155731208362,0.9937999999999999,0.9958856372987178,0.986,0.08
webattack,52,3,MetaOpt,0.981,0.9831822066822068,0.981,0.9808705680732872,0.9978,0.9983790792540792,0.987,0.025
webattack,52,3,SGD,0.98,0.9818333333333333,0.98,0.9799219260271892,0.9969,0.9978272422022423,0.987,0.027000000000000003
webattack,52,5,Adam,0.964,0.9676822066822066,0.964,0.9638126961206784,0.9931,0.9954969880910284,0.9840000000000001,0.05600000000000001
webattack,52,5,MetaOpt,0.9834999999999999,0.984937062937063,0.9834999999999999,0.9834353979578101,0.997,0.9977552447552448,0.985,0.018000000000000002
webattack,52,5,SGD,0.9840000000000001,0.9853484848484848,0.9840000000000001,0.9839573175362649,0.9972,0.9977968697968698,0.985,0.017
webattack,52,10,Adam,0.9640000000000001,0.9665835275835276,0.9640000000000001,0.9638761969249249,0.9884999999999999,0.9922673143849614,0.972,0.044000000000000004
webattack,52,10,MetaOpt,0.9790000000000001,0.9810108225108225,0.9790000000000001,0.9788714779372674,0.9951000000000001,0.9960717615717616,0.973,0.015
webattack,52,10,SGD,0.9784999999999999,0.9800757575757576,0.9784999999999999,0.9784510518721045,0.9944,0.995543623043623,0.973,0.016
webattack,62,1,Adam,0.772,0.8162488988050134,0.772,0.7372053595982264,0.9004000000000001,0.8833981009272804,0.986,0.442
webattack,62,1,MetaOpt,0.8240000000000001,0.8445058696893062,0.8240000000000001,0.8026828011988592,0.9742999999999999,0.9722954524835329,0.992,0.344
webattack,62,1,SGD,0.7985,0.822761594507144,0.7985,0.7693851803163472,0.9677,0.9653336555085781,0.991,0.39399999999999996
webattack,62,3,Adam,0.873,0.9058808185278774,0.873,0.8662477339942679,0.9711,0.9617952713952714,0.9940000000000001,0.248
webattack,62,3,MetaOpt,0.9185,0.9329450614744733,0.9185,0.9166518632620227,0.9848,0.9797909090909092,0.9890000000000001,0.15200000000000002
webattack,62,3,SGD,0.914,0.9313083925878044,0.914,0.9115410610375949,0.9829000000000001,0.9788032856032857,0.992,0.16400000000000003
webattack,62,5,Adam,0.8965000000000001,0.9180879281537178,0.8965000000000001,0.8925047826171556,0.981,0.9758957389016213,0.9840000000000001,0.191
webattack,62,5,MetaOpt,0.9415,0.9487966061716062,0.9415,0.940933844045905,0.9903,0.9868063908313909,0.98,0.09700000000000002
webattack,62,5,SGD,0.932,0.9416777666777668,0.932,0.9311071955930281,0.9873999999999999,0.9843551337551336,0.98,0.11599999999999999
webattack,62,10,Adam,0.915,0.9285526695526696,0.915,0.9137788223464963,0.9804999999999999,0.9733666777666776,0.9890000000000001,0.159
webattack,62,10,MetaOpt,0.9440000000000001,0.9507533022533023,0.9440000000000001,0.943587114729395,0.9889,0.9852874819624818,0.987,0.099
webattack,62,10,SGD,0.945,0.9515485625485626,0.945,0.9446178062376744,0.9871,0.9827454989454989,0.988,0.098
webattack,72,1,Adam,0.8645,0.8940518623962898,0.8645,0.8533812932717505,0.9792000000000001,0.9844038991194565,0.977,0.248
webattack,72,1,MetaOpt,0.865,0.8855075491244222,0.865,0.8517133993757211,0.9768000000000001,0.9839209200800919,0.9690000000000001,0.239
webattack,72,1,SGD,0.9055,0.9228751189041436,0.9055,0.8962216444633754,0.9862000000000001,0.9904860964800594,0.9840000000000001,0.17300000000000001
webattack,72,3,Adam,0.925,0.9397079032079033,0.925,0.922949001470404,0.9895999999999999,0.9932524136596118,0.987,0.137
webattack,72,3,MetaOpt,0.9425,0.9495292207792209,0.9425,0.9416759935970462,0.9868000000000001,0.9909296155426961,0.955,0.07
webattack,72,3,SGD,0.964,0.9685142773892774,0.9640000000000001,0.9635184990896393,0.9891,0.9931297888987517,0.982,0.054000000000000006
webattack,72,5,Adam,0.9384999999999999,0.9464800754800755,0.9384999999999999,0.9378927389969925,0.9865,0.9923401567472774,0.983,0.106
webattack,72,5,MetaOpt,0.9545,0.959857364857365,0.9545,0.9541519256270569,0.9841,0.9905108130002093,0.956,0.047
webattack,72,5,SGD,0.972,0.9748030303030304,0.972,0.971884180147338,0.9863,0.9922661117863905,0.9790000000000001,0.035
webattack,72,10,Adam,0.9464999999999999,0.9529025974025974,0.9465,0.945917613193256,0.9865,0.9924296941104991,0.9840000000000001,0.091
webattack,72,10,MetaOpt,0.9634999999999999,0.9673189033189034,0.9634999999999999,0.9632692906508695,0.9854,0.9914862537874921,0.9540000000000001,0.027000000000000003
webattack,72,10,SGD,0.9815,0.9833764568764569,0.9815,0.9814177781507166,0.9867,0.9926487037558245,0.982,0.019000000000000003
webattack,82,1,Adam,0.738,0.8003398995010838,0.738,0.6993068345892595,0.9098999999999999,0.8941414124145548,0.971,0.495
webattack,82,1,MetaOpt,0.8465,0.8809498295177476,0.8465,0.8290835285719953,0.9786,0.9848893247962907,0.981,0.28800000000000003
webattack,82,1,SGD,0.853,0.8873774673898513,0.853,0.8340733171239988,0.9781,0.9837101831561971,0.983,0.27699999999999997
webattack,82,3,Adam,0.804,0.8571562095455285,0.804,0.7872816179202192,0.9632,0.9599236507644402,0.9890000000000001,0.381
webattack,82,3,MetaOpt,0.9484999999999999,0.9552769452769454,0.9484999999999999,0.9478997626302446,0.9915999999999999,0.9946446570972887,0.986,0.08900000000000001
webattack,82,3,SGD,0.9495,0.9567084720834721,0.9495,0.9489037441410236,0.9919,0.9951111154669203,0.987,0.08800000000000001
webattack,82,5,Adam,0.8085,0.8554428629935596,0.8085,0.791978110852655,0.9665,0.9660329280282841,0.981,0.364
webattack,82,5,MetaOpt,0.9605,0.9642738372738373,0.9605,0.9602508179403791,0.9872,0.9904098455466103,0.976,0.055
webattack,82,5,SGD,0.9625,0.966545301920302,0.9625,0.9622128442181949,0.988,0.9930362682553086,0.976,0.051000000000000004
webattack,82,10,Adam,0.8315,0.8719637645850881,0.8315,0.8238444724284306,0.9729000000000001,0.972729372382004,0.987,0.324
webattack,82,10,MetaOpt,0.9670000000000001,0.9706239316239317,0.9670000000000001,0.9668282740875285,0.9903,0.9942667668502808,0.9790000000000001,0.045
webattack,82,10,SGD,0.9670000000000001,0.9705034410034411,0.9670000000000001,0.9667777500501622,0.9897,0.9940347554492291,0.9840000000000001,0.05
